01-problem-domain/1.1.1-draft.md	#31–#35 (`kesharwani-2021.md`, `kusuhara-2018.md` [Kusuhara et al. 2018], `gettinger-2025.md`, `morya-2024.md`, `wang-lo-2018.md`). Figures referenced by Resource ID — not embedded.
01-problem-domain/1.1.2-draft.md	#22 (`yesmukhamedov-nan-rk.md`, 🔹SELF), #34 (`morya-2024.md`), #06/#10 (`porwal-2018-idrid-dataset.md`). Figures: none.
01-problem-domain/1.2.1-draft.md	#93 (`shen-2020-cofe-net.md`) — qualitative degradation-model grounding, added in the v6.1.0 corpus expansion (resolves the former Coverage-Matrix GAP). Taxonomy otherwise candidate-original, grounded in OD-1; no measured degradation rate asserted.** Figures: none.
01-problem-domain/1.2.2-draft.md	#78 (`fu-2020-eyeq-riqa.md`), #05 (`rakhlin-2017.md`), #17 (`voets-2019.md`), #15 (`liu-2022.md`), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF), and the v6.1.0 additions #94 (`zago-2018-riqa.md`), #116 (`dai-2021-deepdr.md`), #119 (`beede-2020-human-centered-dr.md`). Figures: none.
01-problem-domain/1.2.3-draft.md	#47 (`cuadros-2009-eyepacs.md`, carded in the v6.1.0 expansion); #49/#50/#51 (dataset descriptors — index-level, no card files yet; #51 "TO BE IDENTIFIED"), #74 (`zhou-2022-domain-generalization-survey.md`), #75 (`wang-2018-deep-visual-domain-adaptation-survey.md`). Figures: FIG-1.2.
01-problem-domain/1.3.1-draft.md	#65–#70 (architecture lineage), #01, #04, #05, #09, #12, #15, #16, #18, #37, #38, #41, #42, #43 (DR/medical-imaging application), and the v6.1.0 additions #105 (`simonyan-2015-vgg.md`), #106 (`szegedy-2015-googlenet.md`), #107 (`szegedy-2016-inception-v3.md`), #108 (`liu-2021-swin-transformer.md`), #110 (`litjens-2017-medical-dl-survey.md`), #111 (`quellec-2017-deep-image-mining.md`), #112 (`gargeya-2017-automated-dr.md`), #120 (`burlina-2017-amd-dcnn.md`), #121 (`esteva-2017-skin-cancer.md`), #83 (`zhou-2020-fgadr-benchmark.md`). [#116 Dai/DeepDR and #114 Son are deferred to their external-validation homes in §4.4/§4.5/§4.7.] Figures: FIG-2.2.
01-problem-domain/1.3.2-draft.md	#12 (`gulshan-2016.md`), #02 (`saxena-2020.md`), #09 (`xu-2024-hybrid.md`), #73 (`cheplygina-2018-not-so-supervised-survey.md`), and the v6.1.0 in-domain-SSL corpus — #84 (`zhou-2023-retfound.md`), #85 (`azizi-2021-micle.md`), #86–#91 (SSL method primaries: `chen-2020-simclr.md`, `he-2020-moco.md`, `grill-2020-byol.md`, `caron-2021-dino.md`, `he-2022-mae.md`, `chen-2021-simsiam.md`). Figures: none.
01-problem-domain/1.3.3-draft.md	#57 (`zhou-2016-cam.md`), #46 (Grad-CAM, Selvaraju et al.), #58 (`chattopadhyay-2018-grad-cam-plus-plus.md`), #59 (`tjoa-2020-xai-survey.md`), #60 (`samek-2017-explainable-ai.md`), #61 (`lundberg-2017-shap.md`), #62 (`ribeiro-2016-lime.md`). Figures: none.
01-problem-domain/1.4-draft.md	#12, #77, #11, #44, #45, #03, #07, #02, #14, #39, #43, #22 (🔹SELF), and the v6.1.0 additions #115 (`bellemo-2019-ai-dr-africa.md`), #117 (`defauw-2018-retinal-oct.md`), #118 (`ting-2019-dl-ophthalmology-review.md`). Table: TAB-1.1 (lit-derived, inline).
01-problem-domain/1.5-draft.md	#17 (`voets-2019.md`), #39 (`senapati-2024.md`); objective and hypotheses are governance-anchored (IT-1, CORE_OBJECTIVE, H-1…H-7). Figures: none.
01-problem-domain/1.C-draft.md	none (chapter conclusion — consolidation of §§1.1–1.5; no new source or claim). Figures: none.
02-theoretical-foundations/2.1.1-draft.md	#54 (`pizer-1987-adaptive-histogram-equalization.md`), #95 (`zuiderveld-1994-clahe.md` — canonical CLAHE algorithm, added in the v6.1.0 expansion), #27 (`hayati-2023.md`), #26 (`shaout-han-2025.md`), #30 (`chakka-2023.md`), #23 (`yesmukhamedov-scopus-q2.md`, 🔹SELF). #25 (Wikipedia) is non-citable and is not used. Figures referenced by Resource ID — not embedded.
02-theoretical-foundations/2.1.2-draft.md	#23 (`yesmukhamedov-scopus-q2.md`, 🔹SELF), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF — same article as #23), #54 (`pizer-1987-…`), #95 (`zuiderveld-1994-clahe.md` — canonical CLAHE algorithm, added in the v6.1.0 expansion), #27 (`hayati-2023.md`). Equations in Markdown/LaTeX; TAB-2.1 rendered inline.
02-theoretical-foundations/2.1.3-draft.md	#55 (`tomasi-1998-bilateral-filtering.md`), #56 (`buades-2011-non-local-means.md`). Both cited as algorithmic foundations only, not as evidence of DR-classification gains.
02-theoretical-foundations/2.2.1-draft.md	#65 (`krizhevsky-2012-alexnet.md`), #66 (`he-2016-deep-residual-learning.md`), #67 (`huang-2017-densenet.md`), #08 (`wan-2021-ead-net.md`). FIG-2.2 referenced by Resource ID — not embedded.
02-theoretical-foundations/2.2.2-draft.md	#19 (`yesmukhamedov-conf.md`, 🔹SELF), #21 (`yesmukhamedov-kbtu.md`, 🔹SELF — same overlapping experiment as #19), #01 (`pratt-2016.md`), #40 (`araf-2024.md`), #39 (`senapati-2024.md`), #42 (`arora-2024-efficientnet.md`), #96 (`lin-2017-focal-loss.md` — focal-loss canonical primary), #97 (`cui-2019-class-balanced-loss.md` — class-balanced re-weighting), both added in the v6.1.0 corpus expansion. Full focal-loss formalization deferred to §3.3.4.
02-theoretical-foundations/2.2.3-draft.md	#65 (`krizhevsky-2012-alexnet.md`), #01 (`pratt-2016.md`), #19 (`yesmukhamedov-conf.md`, 🔹SELF), #21 (`yesmukhamedov-kbtu.md`, 🔹SELF — same experiment as #19), and the v6.1.0 method primaries #101 (`srivastava-2014-dropout.md`), #100 (`ioffe-2015-batch-normalization.md`), #103 (`shorten-2019-augmentation-survey.md`), #102 (`zhang-2018-mixup.md`), #104 (`cubuk-2020-randaugment.md`), #98 (`buda-2018-class-imbalance.md`). FIG-3.8 / RES-PCA are §3.1.3 assets, forward-referenced only.
02-theoretical-foundations/2.3.1-draft.md	#71 (`yosinski-2014-transferability-features.md`), #72 (`kornblith-2019-transferability.md`), #73 (`cheplygina-2018-not-so-supervised-survey.md`), #04 (`arrieta-2024.md`), and the v6.1.0 additions #109 (`pan-2010-transfer-learning-survey.md`), #121 (`esteva-2017-skin-cancer.md`). In-domain SSL theory deferred to §2.3.3.
02-theoretical-foundations/2.3.2-draft.md	#19 (`yesmukhamedov-conf.md`, 🔹SELF), #21 (`yesmukhamedov-kbtu.md`, 🔹SELF — same experiment as #19), #71 (`yosinski-2014-…`), #72 (`kornblith-2019-…`), #76 (`ganin-2016-dann.md`). Next section is §2.4.1 (deferred §2.3.3 skipped this pass).
02-theoretical-foundations/2.3.3-draft.md	#84 (`zhou-2023-retfound.md`), #85 (`azizi-2021-micle.md`), #90 (`he-2022-mae.md`), #86 (`chen-2020-simclr.md`), #87 (`he-2020-moco.md`), #88 (`grill-2020-byol.md`), #91 (`chen-2021-simsiam.md`), #89 (`caron-2021-dino.md`), #92 (`shurrab-2022-ssl-medical-survey.md`), #73 (`cheplygina-2018-not-so-supervised-survey.md`). Deferral lifted 2026-06-16 (SSL-on-fundus corpus now present). Figures: none.
02-theoretical-foundations/2.4.1-draft.md	#20 (`yesmukhamedov-kazutb.md`, 🔹SELF — sole source; THIN). Equations re-expressed in independent notation and cited to the prior publication. FIG-2.4 deferred (ASSET TO BE CREATED).
02-theoretical-foundations/2.5.1-draft.md	#57 (`zhou-2016-cam.md`), #58 (`chattopadhyay-2018-grad-cam-plus-plus.md`), #46 (`selvaraju-2017-grad-cam.md`). FIG-2.3 deferred (ASSET TO BE CREATED).
02-theoretical-foundations/2.5.2-draft.md	#57 (`zhou-2016-cam.md`), #58 (`chattopadhyay-2018-grad-cam-plus-plus.md`), #46 (`selvaraju-2017-grad-cam.md`). No equations; no figures.
02-theoretical-foundations/2.5.3-draft.md	#64 (`everingham-2010-pascal-voc.md`), #63 (`rezatofighi-2019-giou.md`); ALO/IoU definitions per INVARIANTS H-5 (governance). No figures.
02-theoretical-foundations/2.6-draft.md	#53 (Wang et al., 2004 — SSIM), #52 (Guo et al., 2017 — calibration, distinguished family), #94 (`zago-2018-riqa.md` — fundus-specific retinal image-quality assessment, added in the v6.1.0 expansion, partially lifting the THIN flag); CNR/VVI/Entropy definitions per RESEARCH_ARCHITECTURE §3.3 / TAB-3.3 (governance) and GLOSSARY. FIG-2.5 deferred.
02-theoretical-foundations/2.C-draft.md	> Draft generated per `prompts/writing-session-system-prompt.md` v6.0.0 · Brief: `briefs/2.C-brief.md` · Binding reference: INVARIANTS.md v6.0.0 · Synthesis section — introduces no new claims or sources. No figures.
03-methodology/3.1.1-draft.md	#12 (`gulshan-2016.md`), #23/#24 (`yesmukhamedov-scopus-q2/q3.md`, 🔹SELF, one article), #19/#21 (🔹SELF, one thread), #02 (`saxena-2020.md`), #15 (`liu-2022.md`), #26 (`shaout-2025.md`), #27 (`hayati-2023.md`), #53 (`wang-2004-ssim.md`), #78 (`fu-2020-eyeq.md`); real artifacts RES-VAL, RES-NORM. Figures as placeholders (real paths from ASSET_INVENTORY §2.3), not embedded.
03-methodology/3.1.2-draft.md	#23/#24 (`yesmukhamedov-scopus-q2/q3.md`, 🔹SELF, one article), #27 (`hayati-2023.md`). FIG-3.7 referenced by placeholder (real path), not embedded. Methodological realization of the theory in §2.1.2 — the rule is recalled, not re-derived.
03-methodology/3.1.3-draft.md	#19 (`yesmukhamedov-conf.md`, 🔹SELF, one thread with #21), #65 (`krizhevsky-2012-alexnet.md`); real artifact RES-PCA. FIG-3.8 referenced by placeholder, not embedded.
03-methodology/3.1.4-draft.md	> Draft generated per `prompts/writing-session-system-prompt.md` v6.0.0 · Brief: `briefs/3.1.4-brief.md` · Binding reference: INVARIANTS.md v6.0.0 · **lit-GAP: no external literature (Coverage Matrix §3.1.4).** Section is candidate-original design; assertions confined to explicitly labelled dissertation-original design or flagged [UNSOURCED CLAIM] (SIR-1; writing-prompt rule 16). No fabricated citations. Data context: RESEARCH_ARCHITECTURE §2.1.8 (Clinical dataset).
03-methodology/3.2.1-draft.md	#66 (`he-2016-resnet.md`), #68 (`tan-2019-efficientnet.md`), #69 (`tan-2021-efficientnetv2.md`), #70 (`dosovitskiy-2021-vit.md`), #09 (`xu-2024.md`), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF), and the v6.1.0 additions #100 (`ioffe-2015-batch-normalization.md`), #107 (`szegedy-2016-inception-v3.md`). FIG-3.11, FIG-3.14 referenced by placeholder, not embedded.
03-methodology/3.2.2-draft.md	#19 (`yesmukhamedov-conf.md`, 🔹SELF, one thread with #21), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF). No figure for this section (Resource IDs: —).
03-methodology/3.3.1-draft.md	#19/#21 (🔹SELF, one thread), #23 (🔹SELF, one thread with #24). No figure for this section (Resource IDs: —).
03-methodology/3.3.2-draft.md	#73 (`cheplygina-2018.md`, general framing) plus the v6.1.0 SSL corpus — #84 (`zhou-2023-retfound.md`), #85 (`azizi-2021-micle.md`), #86 (`chen-2020-simclr.md`), #87 (`he-2020-moco.md`), #88 (`grill-2020-byol.md`), #89 (`caron-2021-dino.md`), #90 (`he-2022-mae.md`), #91 (`chen-2021-simsiam.md`), #92 (`shurrab-2022-ssl-medical-survey.md`). Specification, not results: the ophthalmology-SSL (configs B/D) arm is not yet trained; no SSL performance is reported. Candidate-original design flagged; one intentional [UNSOURCED CLAIM] (kept through assembly) now narrowed to the untrained CNN-native-on-4-channel-integrated configuration. No figure (Resource IDs: —).
03-methodology/3.3.3-draft.md	#19/#21 (🔹SELF, one thread). No figure for this section (Resource IDs: —).
03-methodology/3.3.4-draft.md	#21 (`yesmukhamedov-kbtu.md`, 🔹SELF, one thread with #19), #40 (`araf-2024.md`), #96 (`lin-2017-focal-loss.md` — focal-loss canonical primary, added in the v6.1.0 corpus expansion). FIG-3.12 referenced by placeholder, not embedded.
03-methodology/3.4.1-draft.md	#52 (`guo-2017-calibration.md`), #64 (`everingham-2010-pascalvoc.md`), #53 (`wang-2004-ssim.md`), #40 (`araf-2024.md`), #21/#24 (🔹SELF), and the v6.1.0 additions #98 (`buda-2018-class-imbalance.md`), #113 (`krause-2018-grader-variability.md`). TAB-3.2 and TAB-3.3 rendered inline from governance (EH-1/EH-2/OD-5; RESEARCH_ARCHITECTURE §3.3/§6).
03-methodology/3.4.2-draft.md	#21 (`yesmukhamedov-kbtu.md`, 🔹SELF), #99 (`kingma-2015-adam.md` — optimizer primary, added in the v6.1.0 corpus expansion). TAB-3.1 rendered inline from governance (RESEARCH_ARCHITECTURE §4.0); FIG-3.13 referenced by placeholder, not embedded.
03-methodology/3.C-draft.md	> Draft generated per `prompts/writing-session-system-prompt.md` v6.0.0 · Brief: `briefs/3.C-brief.md` · Binding reference: INVARIANTS.md v6.0.0 · Synthesis of §3.1–§3.4; no new citations, no new claims.
04-experiments/4.1.1-draft.md	#06/#10 (`porwal-2018-idrid-dataset.md`), #15 (`liu-2022.md`), #41 (`sharma-2025-vit-capsule.md`, scale only — metric-inconsistency flag), #19/#21 (🔹SELF, one thread), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF), the now-carded descriptors #47 (`cuadros-2009-eyepacs.md`) and #48 (`decenciere-2014-messidor.md`), and the index-only descriptors #49/#50/#51 (LITERATURE_INDEX entries; **no card files yet** — flagged). TAB-4.1 rendered inline from governance (RESEARCH_ARCHITECTURE §2.1); FIG-4.2/FIG-4.3 referenced by placeholder, not embedded. **Design/setup section — cites no experimental result.**
04-experiments/4.1.2-draft.md	#06/#10 (`porwal-2018-idrid-dataset.md`), #24 (`yesmukhamedov-scopus-q3.md`, 🔹SELF); governance §3.4.1 (EH-1/TAB-3.2), §3.3.4, §3.1.3, §3.4.2. FIG-4.1 referenced by placeholder, not embedded; per-grade counts are shown in FIG-4.1, not asserted in prose. **Design/setup section — cites no experimental result.**
04-experiments/4.1.3-draft.md	#21 (`yesmukhamedov-kbtu.md`, 🔹SELF); governance RESEARCH_ARCHITECTURE §4.0 (TAB-3.1), §8.5, §9.3; documented hardware from the project configuration. TAB-3.1 rendered inline. **Design/setup section — cites no experimental result.**
06-system-architecture/6.1.1-draft.md	#22 (`yesmukhamedov-nan-rk.md`, 🔹SELF, LC-2025-Yesmukhamedov-01); governance OD-6, OD-5. Figures: none (DIA-6.3 belongs to §6.1.2). Tables 6.1–6.2: candidate-original synthesis, inline.
06-system-architecture/6.1.2-draft.md	#22 (`yesmukhamedov-nan-rk.md`, 🔹SELF, LC-2025-Yesmukhamedov-01); #36 (`nandal-2024.md`, external); governance OD-6, SC-5.1/PC-5. Figures: DIA-6.1 referenced by path (not embedded); DIA-6.3 deferred (TO BE CREATED). Table 6.3: candidate-original synthesis, inline.
06-system-architecture/6.2.1-draft.md	[no header]
06-system-architecture/6.2.2-draft.md	[no header]
06-system-architecture/6.3.1-draft.md	[no header]
06-system-architecture/6.3.2-draft.md	[no header]
06-system-architecture/6.4.1-draft.md	[no header]
06-system-architecture/6.4.2-draft.md	[no header]
06-system-architecture/6.C-draft.md	[no header]
08-appendices/A-draft.md	real on-disk tree `experiments/src/preprocessing/` (+ `experiments/src/`), catalogued in `experiments/CLAUDE.md`; lineage #19/#21/#23/#24 🔹SELF. **Code-catalogue appendix — cites no experimental result; every path and excerpt is reproduced from disk, none invented.**
08-appendices/D-draft.md	self-publication cards #19–#24 (`thesis/literature/self/`, all 🔹SELF); confirmation assets `defense/presentation/assets/publications/*.png` (on disk). **Approbation-record appendix — cites no experimental result; every entry is card-backed and/or on disk, none invented; no publication's internal performance claim is repeated.**